"","Day1","Day2","Day3","Day4","Day5","Senior","Class_Prefect","Athlete","popularity","Pass"
"2","0","0","0","1","0","0","0","0","0.267558528","1"
"3","0","0","0","0","0","0","0","0","0.003344482","1"
"4","0","0","0","0","0","0","0","0","0.003344482","1"
"5","1","0","0","1","0","0","0","0","0.02006689","1"
"6","1","0","0","0","0","0","0","0","0","1"
"7","0","0","0","1","0","0","0","0","0.02006689","1"
"8","0","0","0","0","0","0","0","0","0","1"
"9","0","0","0","1","0","0","0","0","0.023411371","1"
"10","0","0","0","0","1","1","0","0","0.040133779","1"
"11","0","0","0","1","0","0","0","0","0.006688963","1"
"12","0","0","0","0","1","0","0","0","0.013377926","1"
"13","0","1","1","1","1","0","0","0","0.113712375","1"
"14","0","0","0","0","0","0","0","0","0.010033445","1"
"15","0","0","1","1","0","0","0","0","0.127090301","1"
"16","0","1","0","0","0","0","0","0","0.006688963","1"
"17","0","0","0","1","0","0","0","0","0.003344482","1"
"18","0","0","1","1","0","0","0","0","0.123745819","1"
"19","0","0","0","0","0","0","0","0","0.023411371","1"
"20","0","1","1","1","0","0","0","0","0.120401338","1"
"21","0","1","1","1","0","0","0","0","0.147157191","1"
"22","0","0","0","1","0","0","0","0","0.026755853","1"
"23","0","0","0","1","0","0","0","0","0","1"
"24","0","0","1","1","0","0","0","0","0.043478261","1"
"25","0","0","0","1","1","0","0","0","0.030100334","1"
"26","0","0","0","1","0","0","0","0","0.030100334","1"
"27","0","0","0","0","1","0","0","0","0","1"
"28","0","0","0","0","0","0","0","0","0","1"
"29","0","0","0","0","0","0","0","0","0.046822742","1"
"30","0","0","1","1","0","0","0","0","0.013377926","1"
"31","0","1","1","0","0","0","0","0","0.023411371","1"
"32","0","1","0","0","0","0","0","0","0.006688963","1"
"33","0","0","0","0","0","0","1","1","1","1"
"34","0","0","0","1","0","0","0","0","0.02006689","1"
"35","0","1","0","0","0","0","0","0","0.033444816","1"
"36","0","0","0","1","0","0","0","0","0.013377926","1"
"37","0","1","1","0","0","0","0","0","0.006688963","1"
"38","0","0","0","1","0","0","0","0","0.006688963","1"
"39","0","1","0","0","0","0","0","0","0.013377926","1"
"40","0","0","1","1","1","0","0","0","0.026755853","1"
"41","0","0","1","0","0","0","0","0","0","1"
"42","0","0","1","0","0","0","0","0","0.003344482","1"
"43","1","0","0","0","0","0","0","0","0.006688963","1"
"44","0","0","0","1","0","0","0","0","0.016722408","1"
"45","0","0","0","0","0","0","0","0","0.040133779","1"
"46","0","0","0","1","0","0","0","0","0.010033445","1"
"47","0","0","0","1","0","0","0","0","0.046822742","1"
"48","0","0","1","0","0","0","0","0","0","1"
"49","0","0","1","1","0","0","0","0","0.123745819","1"
"50","0","0","0","1","0","0","0","0","0.003344482","1"
"51","1","0","0","0","0","0","0","0","0.010033445","1"
"52","0","1","0","0","0","0","0","0","0.010033445","1"
"53","1","1","1","1","1","0","0","0","0.200668896","1"
"54","1","1","1","1","1","0","0","1","0.969899666","1"
"55","0","0","0","0","0","0","0","0","0","1"
"56","1","0","0","0","0","0","0","0","0.013377926","1"
"57","0","0","0","1","0","0","0","0","0.016722408","1"
"58","0","0","0","1","0","0","0","0","0.010033445","1"
"59","0","0","0","1","0","1","0","0","0.056856187","1"
"60","0","0","0","0","1","0","0","0","0.030100334","1"
"61","0","0","0","1","1","0","0","0","0.023411371","1"
"62","0","0","0","1","0","0","0","0","0.013377926","1"
"63","0","0","0","1","0","0","0","0","0.010033445","1"
"64","0","0","0","0","1","0","0","0","0.033444816","1"
"65","0","0","0","1","0","0","0","0","0.013377926","1"
"66","0","1","0","0","0","0","0","0","0.013377926","1"
"67","0","0","0","0","0","0","0","0","0.036789298","1"
"68","0","0","1","0","0","0","0","0","0.003344482","1"
"69","1","0","0","0","0","0","0","0","0.003344482","1"
"70","0","1","1","0","0","0","0","0","0.02006689","1"
"71","1","0","0","0","0","0","0","0","0","1"
"72","0","0","0","0","1","0","0","0","0.026755853","1"
"73","1","1","0","0","0","0","0","0","0.036789298","1"
"74","0","0","0","1","0","0","0","0","0.023411371","1"
"75","0","0","1","1","0","0","0","0","0.016722408","1"
"76","0","0","0","0","1","0","0","0","0.006688963","1"
"77","0","0","0","0","0","0","0","0","0.006688963","1"
"78","0","0","1","1","0","0","0","0","0.016722408","1"
"79","0","0","0","1","0","0","0","0","0.010033445","1"
"80","0","0","0","1","0","0","0","0","0.006688963","1"
"81","0","0","0","0","0","0","0","0","0.003344482","1"
"82","0","0","1","0","0","0","0","0","0.016722408","1"
"83","0","1","0","0","0","0","0","0","0.033444816","1"
"84","1","0","0","0","0","0","0","0","0","1"
"85","0","0","0","1","0","0","0","0","0.016722408","1"
"86","0","0","0","0","0","0","0","0","0.010033445","1"
"87","0","0","1","1","0","0","0","0","0.003344482","1"
"88","0","0","0","0","0","1","0","0","0.060200669","1"
"89","0","0","1","1","0","0","0","0","0.026755853","1"
"90","0","0","0","1","0","0","0","0","0.016722408","1"
"91","0","0","1","1","0","0","0","0","0.026755853","1"
"92","0","0","0","1","0","0","0","0","0.060200669","1"
"93","1","0","0","0","0","0","0","0","0.006688963","1"
"94","0","0","0","1","0","0","0","0","0.02006689","1"
"95","0","0","0","0","1","0","0","0","0.016722408","1"
"96","0","1","0","0","0","0","0","0","0.006688963","1"
"97","0","0","0","1","0","0","0","0","0.023411371","1"
"98","0","1","0","0","0","0","0","0","0.013377926","1"
"99","0","0","0","1","0","0","0","0","0.016722408","1"
"100","0","0","0","1","0","1","0","0","0.070234114","1"
"101","0","0","0","0","0","0","0","0","0","1"
"102","0","0","0","0","0","0","0","0","0.003344482","1"
"103","0","0","0","0","0","0","0","0","0","1"
"104","0","1","0","1","0","0","0","0","0.003344482","1"
"105","0","0","0","1","1","0","0","0","0.013377926","1"
"106","0","0","0","0","1","0","0","0","0.006688963","1"
"107","0","1","0","0","0","0","0","0","0.016722408","1"
"108","0","0","0","1","0","0","0","0","0.010033445","1"
"109","0","0","1","1","1","0","0","0","0.016722408","1"
"110","0","0","0","0","0","0","0","0","0.010033445","1"
"111","0","0","0","0","1","0","0","0","0.02006689","1"
"112","0","0","0","0","0","0","0","0","0","1"
"113","0","0","0","1","0","0","0","0","0.013377926","1"
"114","0","0","0","1","0","0","0","0","0.010033445","1"
"115","0","0","0","0","1","0","0","0","0.02006689","1"
"116","0","0","0","0","1","0","0","0","0.127090301","1"
"117","0","0","0","0","0","0","0","0","0.013377926","1"
"118","0","0","0","0","0","0","0","0","0.023411371","1"
"119","0","0","0","0","0","0","0","0","0.006688963","1"
"120","0","0","0","1","0","0","0","0","0.013377926","1"
"121","0","0","0","1","0","0","0","0","0.010033445","1"
"122","0","0","0","0","0","0","0","0","0","1"
"123","0","0","0","0","1","0","0","0","0.030100334","1"
"124","0","0","0","1","0","1","0","0","0.050167224","1"
"125","0","0","0","1","0","0","0","0","0.006688963","1"
"126","0","0","0","1","0","0","0","0","0.026755853","1"
"127","1","1","1","1","1","0","0","0","0.183946488","1"
"128","1","1","0","0","0","0","0","0","0.030100334","1"
"129","0","1","0","0","0","0","0","0","0.013377926","1"
"130","0","0","1","0","0","0","0","0","0.023411371","1"
"131","0","0","1","1","1","0","0","0","0.016722408","1"
"132","1","0","0","0","0","0","0","0","0","1"
"133","0","0","0","0","0","0","0","0","0","1"
"134","0","0","1","1","0","0","0","0","0.026755853","1"
"135","0","0","0","0","0","0","0","0","0.026755853","1"
"136","0","1","0","0","0","0","0","0","0","1"
"137","0","0","1","0","0","0","0","0","0.010033445","1"
"138","0","0","0","0","0","0","0","0","0.02006689","1"
"139","0","0","0","1","0","0","0","0","0.073578595","1"
"140","0","0","1","0","0","0","0","0","0.053511706","1"
"141","0","0","0","1","1","0","0","0","0.033444816","1"
"142","0","0","0","0","0","0","0","0","0","1"
"143","0","0","0","1","0","0","0","0","0.006688963","1"
"144","0","0","0","1","0","0","0","0","0.006688963","1"
"145","0","0","0","1","0","0","0","0","0.006688963","1"
"146","0","0","0","0","1","0","0","0","0.033444816","1"
"147","0","0","0","0","1","0","0","0","0.006688963","1"
"148","0","0","0","0","0","0","0","0","0.023411371","1"
"149","0","0","1","1","0","0","0","0","0.120401338","1"
"150","0","0","0","1","0","0","0","0","0.010033445","1"
"151","0","0","0","0","1","0","0","0","0.016722408","1"
"152","0","0","0","1","0","0","0","0","0.036789298","1"
"153","0","0","0","1","0","0","0","0","0.010033445","1"
"154","1","0","0","0","0","0","0","0","0.010033445","1"
"155","0","0","0","1","1","0","0","0","0.016722408","1"
"156","0","0","0","0","1","0","0","0","0.043478261","1"
"157","0","0","1","0","0","0","0","0","0.003344482","1"
"158","0","0","0","1","0","0","0","0","0.026755853","1"
"159","0","0","0","0","1","0","0","0","0.016722408","1"
"160","0","0","1","1","0","0","0","0","0.127090301","1"
"161","0","0","0","0","0","0","0","0","0","1"
"162","0","1","1","1","0","0","0","0","0.013377926","1"
"163","0","0","0","1","0","0","0","0","0.010033445","1"
"164","0","0","0","1","0","0","0","0","0.013377926","1"
"165","0","0","0","0","0","0","0","0","0.003344482","1"
"166","0","0","0","0","0","0","0","0","0.003344482","1"
"167","0","0","0","0","0","0","0","0","0.006688963","1"
"168","0","1","0","0","0","0","0","0","0.010033445","1"
"169","1","1","0","0","0","0","0","0","0.010033445","1"
"170","0","0","1","0","0","0","0","0","0.003344482","1"
"171","0","1","0","1","0","0","0","0","0.010033445","1"
"172","0","0","0","1","1","0","0","0","0.016722408","1"
"173","1","1","1","1","1","0","0","0","0.033444816","1"
"174","0","1","1","1","0","0","0","0","0.143812709","1"
"175","0","0","1","1","1","0","0","0","0.150501672","1"
"176","0","0","1","1","1","0","0","0","0.023411371","1"
"177","0","0","1","1","0","0","0","0","0.060200669","1"
"178","0","1","1","1","1","0","0","0","0.026755853","1"
"179","0","0","1","1","1","0","0","0","0.153846154","1"
"180","0","0","0","1","1","0","0","0","0.013377926","1"
"181","0","1","1","1","0","1","0","0","0.066889632","1"
"182","0","0","0","0","0","0","0","0","0.010033445","1"
"183","0","1","1","1","1","0","0","0","0.02006689","1"
"184","0","0","0","1","0","0","0","0","0.010033445","1"
"185","0","1","1","1","1","0","0","0","0.070234114","1"
"186","1","0","0","0","0","1","0","0","0.060200669","1"
"187","0","1","1","1","0","1","0","0","0.140468227","1"
"188","0","1","1","1","0","1","0","0","0.140468227","1"
"189","0","0","0","0","1","0","0","0","0.013377926","1"
"190","0","0","0","1","0","0","0","0","0.013377926","1"
"191","0","1","1","1","0","0","0","0","0.143812709","1"
"192","0","0","0","1","1","0","0","0","0.016722408","1"
"193","0","0","0","1","1","0","0","0","0.010033445","1"
"194","1","1","1","1","1","1","0","0","0.180602007","1"
"195","0","1","1","1","0","0","0","0","0.050167224","1"
"196","0","0","0","1","0","1","0","0","0.056856187","1"
"197","0","0","1","1","1","0","0","0","0.026755853","1"
"198","1","1","0","0","1","0","0","0","0.016722408","1"
"199","1","1","1","1","1","0","0","0","0.060200669","1"
"200","0","1","0","0","0","0","0","0","0.010033445","1"
"201","0","1","0","0","0","1","0","0","0.107023411","1"
"202","0","0","0","1","0","0","0","0","0.076923077","1"
"203","0","1","1","1","1","0","0","0","0.050167224","1"
"204","0","0","1","1","0","1","0","0","0.127090301","1"
"205","0","1","1","1","0","0","0","0","0.086956522","1"
"206","0","1","0","0","0","0","0","0","0.010033445","1"
"207","1","1","1","1","1","0","0","0","0.163879599","1"
"208","0","0","1","1","1","0","0","0","0.026755853","1"
"209","0","0","0","1","1","0","0","0","0.086956522","1"
"210","1","1","1","1","0","0","0","0","0.013377926","1"
"211","0","0","0","1","0","1","0","0","0.053511706","1"
"212","1","0","0","1","1","0","0","0","0.026755853","1"
"213","0","1","1","1","0","0","0","0","0.090301003","1"
"214","1","1","1","1","1","0","0","0","0.217391304","1"
"215","0","0","1","1","1","0","0","0","0.046822742","1"
"216","1","1","1","1","1","0","0","0","0.02006689","1"
"217","0","1","1","1","0","1","0","0","0.060200669","1"
"218","0","1","1","1","0","0","0","0","0.113712375","1"
"219","0","0","0","1","1","0","0","0","0.023411371","1"
"220","0","1","1","1","0","1","0","0","0.160535117","1"
"221","1","1","1","1","1","0","0","0","0.10367893","1"
"222","0","0","1","1","0","0","0","0","0.02006689","1"
"223","0","0","1","1","1","1","0","0","0.073578595","1"
"224","0","0","0","0","1","0","0","0","0.050167224","1"
"225","1","1","1","1","1","0","0","0","0.036789298","1"
"226","0","1","1","1","1","1","0","0","0.086956522","1"
"227","0","1","1","1","1","0","0","0","0.033444816","1"
"228","0","0","0","1","1","0","1","0","0.056856187","1"
"229","0","1","1","1","1","1","0","0","0.160535117","1"
"230","0","1","1","1","0","0","0","0","0.137123746","1"
"231","0","1","1","1","0","0","0","0","0.160535117","1"
"232","0","1","1","1","0","1","0","0","0.096989967","1"
"233","0","1","1","1","0","0","0","0","0.023411371","1"
"234","0","0","1","1","1","0","0","0","0.153846154","1"
"235","1","1","1","1","1","0","0","0","0.036789298","1"
"236","0","0","1","1","1","0","0","0","0.026755853","1"
"237","1","1","1","1","1","0","1","0","0.08361204","1"
"238","0","0","1","1","0","1","0","0","0.130434783","1"
"239","0","1","1","1","0","0","0","0","0.070234114","1"
"240","0","0","1","1","1","0","0","0","0.056856187","1"
"241","1","1","1","1","1","0","0","0","0.08361204","1"
"242","1","0","1","1","1","0","0","0","0.023411371","1"
"243","0","0","0","1","1","0","0","0","0.023411371","1"
"244","0","0","0","1","1","0","0","0","0.023411371","1"
"245","1","0","0","1","0","0","0","0","0.010033445","1"
"246","0","1","1","1","0","0","0","0","0.160535117","1"
"247","0","1","1","1","0","0","0","0","0.060200669","1"
"248","1","1","1","1","1","0","0","0","0.073578595","1"
"249","0","1","0","0","0","1","0","0","0.130434783","1"
"250","1","1","1","1","1","0","0","0","0.023411371","1"
"251","0","0","0","1","0","0","0","0","0.006688963","1"
"252","0","0","0","1","1","0","0","0","0.026755853","1"
"253","0","1","1","1","0","1","0","0","0.070234114","1"
"254","0","1","1","1","0","0","0","0","0.147157191","1"
"255","0","1","1","1","1","0","0","0","0.063545151","1"
"256","0","0","1","1","1","0","0","0","0.02006689","1"
"257","0","0","0","0","0","0","0","0","0","1"
"258","0","1","1","1","1","0","0","0","0.043478261","1"
"259","0","0","0","0","0","1","0","0","0.016722408","1"
"260","0","0","1","1","0","1","0","0","0.086956522","1"
"261","0","0","0","1","0","0","0","0","0.043478261","1"
"262","0","0","0","1","1","0","0","0","0.016722408","1"
"263","0","0","1","1","1","1","0","0","0.043478261","1"
"264","0","0","0","1","0","0","0","0","0.053511706","1"
"265","0","0","1","1","1","1","0","0","0.02006689","1"
"266","0","0","0","1","1","0","0","0","0.016722408","1"
"267","0","0","0","1","1","0","0","0","0.02006689","1"
"268","0","0","1","0","0","0","0","0","0.053511706","1"
"269","0","0","1","1","0","0","0","0","0.023411371","1"
"270","0","1","1","1","1","0","0","0","0.086956522","1"
"271","0","1","1","1","0","0","0","0","0.08361204","1"
"272","0","0","0","0","0","1","0","0","0.080267559","1"
"273","0","1","1","1","0","0","0","0","0.117056856","1"
"274","0","0","0","1","1","0","0","0","0.026755853","1"
"275","0","1","1","1","0","0","0","0","0.110367893","1"
"276","0","1","1","1","1","0","0","0","0.080267559","1"
"277","0","1","1","1","0","1","0","0","0.133779264","1"
"278","0","1","1","1","0","0","0","0","0.046822742","1"
"279","0","1","1","1","0","0","0","0","0.046822742","1"
"280","1","1","1","1","1","0","0","0","0.130434783","1"
"281","0","0","0","0","0","0","0","0","0.016722408","1"
"282","0","1","1","1","1","0","0","1","0.377926421","1"
"283","0","0","1","1","1","0","0","0","0.140468227","1"
"284","1","1","1","1","1","0","1","1","1","1"
"285","0","1","0","0","0","0","0","0","0.016722408","1"
"286","0","0","1","1","1","0","0","0","0.220735786","1"
"287","1","1","1","1","1","1","1","1","0.498327759","1"
"288","0","0","1","1","1","1","1","0","0.160535117","1"
"289","0","0","1","1","1","0","0","0","0.086956522","1"
"290","1","1","1","1","1","0","0","0","0.073578595","1"
"291","1","1","1","1","1","0","0","0","0.143812709","1"
"292","1","1","1","1","1","0","0","0","0.117056856","1"
"293","0","1","1","1","1","1","1","0","0.127090301","1"
"294","0","1","1","1","1","0","0","0","0.107023411","1"
"295","0","1","1","1","1","1","1","0","0.117056856","1"
"296","1","1","1","1","1","1","1","1","0.856187291","1"
"297","0","1","1","0","0","0","0","0","0.02006689","1"
"298","0","0","1","1","1","0","0","0","0.076923077","1"
"299","0","0","0","1","1","0","0","0","0.023411371","1"
"300","1","1","1","1","1","0","0","0","0.120401338","1"
"301","0","1","1","1","1","0","0","0","0.170568562","1"
"302","1","1","1","1","1","0","0","0","0.063545151","1"
"303","0","1","1","1","1","0","0","0","0.096989967","1"
"304","0","1","1","1","1","0","0","0","0.056856187","1"
"305","0","1","1","1","1","1","1","1","0.461538462","1"
"306","1","1","1","1","1","0","1","1","0.45819398","1"
"307","1","1","1","1","1","0","0","0","0.257525084","1"
"308","1","1","0","1","1","1","0","1","0.7090301","1"
"309","0","0","0","1","1","1","0","0","0.163879599","1"
"310","0","0","0","1","0","0","0","0","0.040133779","1"
"311","0","1","1","1","1","0","0","0","0.143812709","1"
"312","1","1","1","1","1","0","1","1","0.401337793","1"
"313","1","1","1","1","1","0","1","1","0.341137124","1"
"314","0","0","0","0","0","0","0","0","0.010033445","1"
"315","0","0","1","1","1","0","1","0","0.117056856","1"
"316","0","0","0","1","0","0","0","0","0.010033445","1"
"317","1","1","1","1","1","1","0","0","0.217391304","1"
"318","0","0","0","0","0","0","0","0","0.036789298","1"
"319","0","0","1","1","1","0","0","0","0.040133779","1"
"320","0","1","1","1","0","0","0","0","0.086956522","1"
"321","0","0","0","0","0","0","0","1","0.444816054","1"
"322","1","1","1","1","1","0","1","1","0.451505017","1"
"323","1","1","1","1","1","0","0","0","0.130434783","1"
"324","1","1","1","1","1","1","0","1","0.394648829","1"
"325","1","1","1","1","1","0","1","1","1","1"
"326","0","0","1","1","0","0","0","0","0.02006689","1"
"327","1","1","1","1","1","1","1","0","0.173913043","1"
"328","1","1","1","1","1","0","1","0","0.137123746","1"
"329","0","0","0","0","0","0","0","1","0.7090301","1"
"330","1","1","1","1","1","1","0","1","0.364548495","1"
"331","0","0","0","1","0","0","0","0","0.10367893","1"
"332","0","0","1","1","0","0","0","0","0.013377926","1"
"333","0","0","1","1","1","0","1","0","0.140468227","1"
"334","1","1","1","1","1","0","0","0","0.113712375","1"
"335","1","1","1","1","1","1","1","1","0.97993311","1"
"336","0","0","1","1","0","0","0","0","0.040133779","1"
"337","0","0","0","1","1","0","0","0","0.063545151","1"
"338","1","1","1","1","1","0","0","0","0.2909699","1"
"339","0","1","1","1","1","0","0","0","0.18729097","1"
"340","1","1","1","1","1","0","1","0","0.150501672","1"
"341","0","0","1","0","0","0","0","0","0.010033445","1"
"342","0","1","1","1","1","0","0","0","0.056856187","1"
"343","0","0","0","0","1","0","0","0","0.086956522","1"
"344","0","0","0","0","0","0","0","0","0.02006689","1"
"345","0","0","0","0","1","0","0","0","0.016722408","1"
"346","0","0","0","0","1","0","0","0","0.02006689","1"
"347","1","1","1","1","1","0","1","1","0.665551839","1"
"348","0","0","0","0","1","1","0","0","0.050167224","1"
"349","0","0","0","1","0","0","0","0","0.040133779","1"
"350","1","1","1","1","1","1","0","0","0.080267559","1"
"351","0","0","0","0","1","0","0","0","0.123745819","1"
"352","0","0","0","0","0","1","0","1","0.431438127","0"
"353","0","0","0","0","1","0","0","0","0.050167224","0"
"354","0","0","0","0","0","1","0","0","0.193979933","0"
"355","1","0","0","0","0","1","1","0","0.220735786","0"
"356","0","0","1","0","0","0","0","0","0.010033445","0"
"357","0","0","0","0","0","1","0","0","0.143812709","0"
"358","0","0","0","0","0","0","0","0","0.073578595","0"
"359","1","0","0","0","0","1","1","0","0.277591973","0"
"360","1","1","1","1","1","0","1","0","0.244147157","0"
"361","0","0","1","0","0","0","0","0","0.030100334","0"
"362","0","1","0","0","0","0","0","0","0.006688963","0"
"363","0","0","0","0","1","0","0","0","0.016722408","0"
"364","0","0","0","0","1","0","0","0","0.023411371","0"
"365","1","1","1","1","1","0","1","0","0.113712375","0"
"366","0","0","0","0","0","0","0","0","0","0"
"367","0","0","0","0","0","0","1","1","1","0"
"368","0","0","0","0","0","0","1","1","0.675585284","0"
"369","0","0","0","0","0","0","0","0","0","0"
"370","0","0","0","0","0","0","1","1","1","0"
"371","0","1","0","0","0","0","0","0","0.006688963","0"
"372","0","0","0","0","0","1","1","0","0.267558528","0"
"373","0","0","0","1","1","1","0","0","0.160535117","0"
"374","0","0","0","0","0","0","0","0","0.026755853","0"
"375","0","0","0","0","0","0","0","0","0.100334448","0"
"376","0","0","1","0","0","1","1","1","0.474916388","0"
"377","0","0","0","1","0","0","0","0","0.023411371","0"
"378","0","1","1","0","0","0","0","0","0.023411371","0"
"379","1","0","0","0","0","0","0","0","0.013377926","0"
"380","0","1","0","1","0","1","0","0","0.130434783","0"
"381","0","0","0","0","0","1","0","0","0","0"
"382","0","0","1","0","0","0","0","0","0.003344482","0"
"383","0","0","0","0","1","0","0","0","0.010033445","0"
"384","0","0","0","0","1","0","0","0","0.043478261","0"
"385","0","0","1","0","0","0","0","0","0.02006689","0"
"386","0","1","0","0","1","0","0","0","0.026755853","0"
"387","0","0","1","0","0","0","0","0","0.013377926","0"
"388","0","1","0","0","1","0","0","0","0.026755853","0"
"389","1","0","0","0","0","0","0","0","0.02006689","0"
"390","0","0","0","0","1","0","0","0","0.023411371","0"
"391","0","0","0","0","0","0","0","0","0.073578595","0"
"392","0","0","0","1","0","0","0","0","0.076923077","0"
"393","1","0","0","0","0","0","0","0","0.030100334","0"
"394","0","1","0","0","0","0","0","0","0.006688963","0"
"395","0","1","0","0","0","0","0","0","0.036789298","0"
"396","0","0","0","0","0","0","0","0","0","0"
"397","0","0","1","0","0","0","0","0","0.013377926","0"
"398","0","0","1","0","1","0","0","0","0.046822742","0"
"399","1","0","0","0","0","0","0","0","0.026755853","0"
"400","0","0","0","1","0","0","0","0","0.023411371","0"
"401","0","1","1","1","1","0","0","0","0.080267559","0"
"402","1","0","0","0","0","0","0","0","0.056856187","0"
"403","0","0","0","0","0","0","0","0","0.013377926","0"
"404","0","1","1","1","1","1","0","0","0.153846154","0"
"405","0","0","0","0","0","1","0","1","0.414715719","0"
"406","1","0","1","0","0","0","0","0","0.053511706","0"
"407","0","1","1","1","1","1","0","0","0.066889632","0"
"408","0","0","0","0","0","0","0","0","0.026755853","0"
"409","1","1","0","0","0","0","0","0","0.030100334","0"
"410","0","1","1","1","1","0","1","0","0.073578595","0"
"411","0","0","1","1","1","0","0","0","0.026755853","0"
"412","0","1","1","1","1","1","0","0","0.076923077","0"
"413","1","1","0","0","1","0","0","0","0.043478261","0"
"414","0","0","1","1","1","0","0","0","0.043478261","0"
"415","0","1","0","0","0","0","0","0","0.023411371","0"
"416","0","1","0","1","0","0","0","0","0.046822742","0"
"417","0","0","1","1","1","0","0","0","0.016722408","0"
"418","1","1","0","0","1","0","0","0","0.033444816","0"
"419","0","0","1","1","1","0","0","0","0.050167224","0"
"420","0","1","0","0","0","0","0","0","0.013377926","0"
"421","0","0","1","0","0","0","0","0","0.023411371","0"
"422","0","0","0","0","0","0","0","0","0.060200669","0"
"423","1","0","0","0","0","0","0","0","0.063545151","0"
"424","0","0","0","0","0","0","0","0","0.27090301","0"
"425","1","1","1","1","1","0","0","0","0.130434783","0"
"426","1","1","1","0","1","0","0","0","0.060200669","0"
"427","0","0","0","0","0","0","0","0","0.023411371","0"
"428","1","1","0","1","1","0","0","0","0.053511706","0"
"429","1","1","1","1","1","0","0","0","0.056856187","0"
"430","0","0","0","0","0","0","0","0","0.260869565","0"
"431","0","0","1","1","1","0","0","0","0.023411371","0"
"432","1","1","0","0","0","0","1","0","0.063545151","0"
"433","0","0","1","1","0","0","0","0","0.026755853","0"
"434","0","0","0","1","0","0","0","0","0.056856187","0"
"435","0","0","1","1","1","1","0","0","0.086956522","0"
"436","0","0","1","1","0","0","0","0","0.070234114","0"
"437","0","0","1","0","0","0","0","0","0.013377926","0"
"438","0","0","0","0","0","1","0","0","0.093645485","0"
"439","0","0","0","0","0","0","0","0","0.026755853","0"
"440","0","1","1","1","1","1","0","0","0.200668896","0"
"441","0","0","1","1","1","0","0","0","0.040133779","0"
"442","0","0","0","0","1","0","0","0","0.093645485","0"
"443","1","1","1","0","1","0","1","0","0.120401338","0"
"444","0","1","1","0","1","1","1","0","0.20735786","0"
"445","0","0","1","1","1","0","0","0","0.10367893","0"
"446","0","0","1","1","1","0","0","0","0.086956522","0"
"447","1","1","1","1","1","0","0","1","0.364548495","0"
"448","0","0","0","0","0","0","0","0","0.204013378","0"
"449","0","0","1","0","0","0","0","0","0.016722408","0"
"450","1","1","1","1","1","0","0","1","0.56187291","0"
"451","0","0","0","0","0","0","0","0","0.25083612","0"
"452","1","0","0","0","0","0","0","0","0.010033445","0"
"453","1","1","1","0","1","0","1","1","0.35451505","0"
"454","1","1","1","1","0","0","0","0","0.143812709","0"
"455","0","1","1","1","1","0","0","0","0.076923077","0"
"456","0","0","0","0","1","0","0","0","0.050167224","0"
"457","1","1","1","1","1","0","1","1","0.772575251","0"
"458","1","0","0","0","0","1","1","1","0.488294314","0"
"459","0","1","1","1","0","0","0","0","0.076923077","0"
"460","0","0","0","0","0","0","0","0","0.107023411","0"
"461","0","0","0","0","0","0","0","0","0","0"
"462","1","1","1","1","1","0","0","0","0.277591973","0"
"463","1","1","1","1","1","0","0","0","0.153846154","0"
"464","1","1","0","1","0","0","0","0","0.066889632","0"
"465","0","1","1","1","0","0","0","0","0.060200669","0"
"466","0","0","0","0","0","0","0","0","0.030100334","0"
"467","1","1","1","1","1","0","0","0","0.140468227","0"
"468","1","1","1","1","1","1","1","1","1","0"
"469","1","1","1","1","1","0","0","0","0.140468227","0"
"470","0","0","1","1","1","0","0","0","0.110367893","0"
"471","0","1","0","0","1","0","0","0","0.063545151","0"
"472","1","0","0","0","0","0","0","0","0.063545151","0"
"473","0","0","0","1","1","0","0","0","0.030100334","0"
"474","1","1","1","1","1","1","1","1","0.869565217","0"
"475","1","1","1","1","1","0","1","0","0.140468227","0"
"476","0","1","1","1","0","0","0","0","0.08361204","0"
"477","1","1","1","1","1","0","0","0","0.120401338","0"
"478","1","1","1","1","1","1","1","0","0.277591973","0"
"479","0","0","1","1","0","0","0","0","0.056856187","0"
"480","1","1","1","1","1","0","0","0","0.2909699","0"
"481","0","0","0","0","0","0","0","1","0.35451505","0"
"482","1","1","1","1","1","0","1","1","0.695652174","0"
"483","1","1","1","1","1","0","0","0","0.086956522","0"
"484","1","1","1","1","1","0","0","1","0.618729097","0"
"485","1","1","1","1","0","0","1","0","0.16722408","0"
"486","0","0","0","0","0","1","0","0","0.127090301","0"
"487","0","0","0","0","0","0","0","0","0.076923077","0"
"488","0","0","0","0","0","1","0","0","0.140468227","0"
